item_id,order_id,product_id,quantity,unit_price,item_total,discount_pct
ITEM00196,ORD00165,PROD088,6,975.17,4487.73,23.3
ITEM00197,ORD00999,PROD176,1,4426.08,2814.99,36.4
ITEM00198,ORD01002,PROD031,10,1764.3,11291.52,36.0
ITEM00199,ORD00412,PROD026,4,878.95,2949.76,16.1
ITEM00200,ORD00160,PROD142,2,2034.41,3820.62,6.1
ITEM00201,ORD00423,PROD095,8,3983.59,28076.34,11.9
ITEM00202,ORD00171,PROD135,10,84.94,849.4,0.0
ITEM00203,ORD01259,PROD021,5,3782.36,11517.29,39.1
ITEM00204,ORD00944,PROD031,3,251.94,577.45,23.6
ITEM00205,ORD00594,PROD014,6,1083.14,5446.03,16.2
ITEM00206,ORD01167,PROD025,6,3970.11,16364.79,31.3
ITEM00208,ORD00237,PROD099,5,2533.91,8830.68,30.3
ITEM00209,ORD00491,PROD012,8,358.31,2364.85,17.5
ITEM00210,ORD00668,PROD034,10,2486.08,22648.19,8.9
ITEM00211,ORD00282,PROD049,1,3269.54,2226.56,31.9
ITEM00212,ORD01461,PROD197,6,4672.13,22286.06,20.5
ITEM00213,ORD01002,PROD191,2,2512.88,3879.89,22.8
ITEM00214,ORD01386,PROD095,8,1249.75,8158.37,18.4
ITEM00215,ORD00874,PROD064,2,4241.42,7066.21,16.7
ITEM00216,ORD00374,PROD087,2,495.45,651.02,34.3
ITEM00217,ORD00706,PROD163,7,4482.19,28488.8,9.2
ITEM00218,ORD00702,PROD152,10,3002.86,24983.8,16.8
ITEM00219,ORD01264,PROD102,6,367.87,1326.54,39.9
ITEM00220,ORD00506,PROD131,8,4019.76,29939.17,6.9
ITEM00221,ORD01008,PROD042,5,2726.81,11807.09,13.4
ITEM00222,ORD00867,PROD131,9,2802.95,16170.22,35.9
ITEM00223,ORD01351,PROD152,5,4155.82,12716.81,38.8
ITEM00224,ORD00758,PROD004,5,2737.97,11855.41,13.4
ITEM00225,ORD00129,PROD025,9,646.33,3635.61,37.5
ITEM00226,ORD00191,PROD070,5,4113.68,12999.23,36.8
ITEM00227,ORD01063,PROD013,7,2350.37,15909.65,3.3
ITEM00229,ORD00657,PROD030,3,3961.23,10861.69,8.6
ITEM00230,ORD00896,PROD036,8,4356.51,23037.22,33.9
ITEM00231,ORD00869,PROD178,3,3344.13,6390.63,36.3
ITEM00232,ORD01283,PROD063,4,1561.4,5433.67,13.0
ITEM00233,ORD00692,PROD087,3,1646.85,4500.84,8.9
ITEM00234,ORD00226,PROD110,6,3198.75,11534.69,39.9
ITEM00235,ORD00786,PROD059,10,2800.36,22738.92,18.8
ITEM00236,ORD00440,PROD021,3,4893.43,10100.04,31.2
ITEM00237,ORD01221,PROD103,4,1114.05,2807.41,37.0
ITEM00238,ORD00225,PROD127,1,858.87,584.89,31.9
ITEM00239,ORD00934,PROD098,4,2897.86,11069.83,4.5
ITEM00240,ORD00348,PROD102,9,1576.26,11902.34,16.1
ITEM00241,ORD00961,PROD013,8,1279.89,9338.08,8.8
ITEM00242,ORD00196,PROD037,6,697.81,3889.59,7.1
ITEM00243,ORD00676,PROD116,7,3324.49,16406.36,29.5
ITEM00244,ORD00516,PROD025,4,1700.78,5877.9,13.6
ITEM00245,ORD01096,PROD102,5,4480.02,15433.67,31.1
ITEM00246,ORD01420,PROD144,2,2084.51,2613.98,37.3
ITEM00247,ORD00398,PROD150,5,3471.22,15707.27,9.5
ITEM00248,ORD00847,PROD047,5,4417.08,20760.28,6.0
ITEM00249,ORD00353,PROD119,4,2035.7,5471.96,32.8
ITEM00250,ORD01096,PROD136,4,1015.04,3106.02,23.5
ITEM00251,ORD00191,PROD163,6,4006.1,14902.69,38.0
ITEM00252,ORD00400,PROD143,5,1056.76,5151.7,2.5
ITEM00253,ORD00589,PROD143,2,2362.58,3496.62,26.0
ITEM00254,ORD00249,PROD071,10,1695.63,16634.13,1.9
ITEM00255,ORD00480,PROD120,9,2680.82,22583.23,6.4
ITEM00256,ORD00684,PROD132,7,1226.3,5210.55,39.3
ITEM00257,ORD00049,PROD198,2,658.93,1047.7,20.5
ITEM00258,ORD00385,PROD176,10,909.51,8749.49,3.8
ITEM00259,ORD00414,PROD118,10,4398.29,26521.69,39.7
ITEM00260,ORD00581,PROD023,4,1649.88,4428.28,32.9
ITEM00261,ORD00824,PROD140,8,1904.55,13194.72,13.4
ITEM00262,ORD00026,PROD020,1,352.72,215.86,38.8
ITEM00263,ORD01462,PROD158,2,3994.84,7710.04,3.5
ITEM00264,ORD00970,PROD051,3,4591.14,9338.38,32.2
ITEM00265,ORD00638,PROD137,9,899.01,7516.62,7.1
ITEM00266,ORD01214,PROD059,9,504.36,4194.26,7.6
ITEM00267,ORD00852,PROD079,4,3726.79,13744.4,7.8
ITEM00268,ORD01300,PROD128,3,1577.27,4731.81,0.0
ITEM00270,ORD00904,PROD114,2,3640.7,4652.81,36.1
ITEM00271,ORD00668,PROD192,4,3762.26,10850.36,27.9
ITEM00272,ORD00914,PROD012,3,4004.95,10260.68,14.6
ITEM00275,ORD00606,PROD004,3,3649.38,10291.25,6.0
ITEM00276,ORD00877,PROD166,5,3819.62,15641.34,18.1
ITEM00277,ORD01434,PROD196,10,2728.61,21992.6,19.4
ITEM00278,ORD00646,PROD190,4,3212.41,12631.2,1.7
ITEM00279,ORD00624,PROD184,2,1358.15,2317.0,14.7
ITEM00280,ORD01452,PROD066,1,4259.81,3079.84,27.7
ITEM00281,ORD00519,PROD122,8,2551.01,12408.11,39.2
ITEM00282,ORD01104,PROD060,2,1465.29,2485.13,15.2
ITEM00283,ORD00292,PROD001,1,3226.11,2180.85,32.4
ITEM00284,ORD00236,PROD161,9,4590.91,38467.23,6.9
ITEM00285,ORD01056,PROD143,3,2618.15,7705.22,1.9
ITEM00286,ORD01001,PROD008,10,1402.64,12385.31,11.7
ITEM00287,ORD00446,PROD048,4,4482.19,16279.31,9.2
ITEM00289,ORD01143,PROD043,10,3224.5,28246.62,12.4
ITEM00290,ORD01351,PROD025,1,2371.78,1743.26,26.5
ITEM00291,ORD00363,PROD056,4,3045.96,8285.01,32.0
ITEM00292,ORD00217,PROD030,5,4095.67,17570.42,14.2
ITEM00293,ORD00261,PROD181,7,3723.27,19807.8,24.0
ITEM00294,ORD00676,PROD021,7,3113.91,16326.23,25.1
ITEM00295,ORD00668,PROD179,10,2124.76,20695.16,2.6
ITEM00296,ORD01045,PROD077,7,134.6,892.26,5.3
ITEM00297,ORD01113,PROD131,2,331.86,620.58,6.5
ITEM00298,ORD01003,PROD045,3,1929.46,5771.01,0.3
ITEM00299,ORD00965,PROD080,1,4388.42,3308.87,24.6
ITEM00300,ORD00573,PROD162,1,2533.46,2318.12,8.5
ITEM00301,ORD00082,PROD024,7,1898.83,8971.97,32.5
ITEM00302,ORD00720,PROD190,8,3875.77,27812.53,10.3
ITEM00303,ORD00119,PROD078,8,3627.54,17992.6,38.0
ITEM00304,ORD00447,PROD189,6,2320.8,13270.33,4.7
ITEM00305,ORD00134,PROD060,6,3650.73,17545.41,19.9
ITEM00306,ORD00698,PROD006,6,4694.15,20363.22,27.7
ITEM00307,ORD00136,PROD071,10,4236.22,41091.33,3.0
ITEM00308,ORD00426,PROD195,3,4267.9,9666.79,24.5
ITEM00309,ORD00636,PROD076,3,3124.77,5793.32,38.2
ITEM00310,ORD01363,PROD080,6,4392.98,22219.69,15.7
ITEM00311,ORD00777,PROD098,10,4753.53,41213.11,13.3
ITEM00312,ORD00765,PROD146,4,3340.63,13108.63,1.9
ITEM00313,ORD00111,PROD119,9,1348.03,8116.49,33.1
ITEM00314,ORD01118,PROD137,3,1450.2,3419.57,21.4
ITEM00315,ORD01444,PROD161,6,1145.81,5919.25,13.9
ITEM00316,ORD01358,PROD151,4,3394.79,13579.16,0.0
ITEM00317,ORD00852,PROD076,6,847.07,4355.63,14.3
ITEM00319,ORD01420,PROD084,7,3963.49,19171.4,30.9
ITEM00320,ORD00857,PROD145,9,3014.15,24631.63,9.2
ITEM00321,ORD01270,PROD106,3,3271.0,9096.65,7.3
ITEM00322,ORD01153,PROD057,4,3312.11,12360.79,6.7
ITEM00323,ORD00879,PROD077,10,376.49,3490.06,7.3
ITEM00324,ORD01413,PROD149,4,1051.55,3289.25,21.8
ITEM00325,ORD00449,PROD193,9,4085.25,36436.34,0.9
ITEM00326,ORD01118,PROD005,4,2127.21,7113.39,16.4
ITEM00327,ORD01005,PROD195,1,3170.78,2270.28,28.4
ITEM00328,ORD00546,PROD006,9,2724.42,19885.54,18.9
ITEM00329,ORD00601,PROD024,10,1239.46,10845.28,12.5
ITEM00330,ORD00982,PROD152,7,2518.42,10841.8,38.5
ITEM00331,ORD01008,PROD116,7,1743.24,9493.69,22.2
ITEM00332,ORD00161,PROD108,5,1687.58,7011.89,16.9
ITEM00333,ORD00468,PROD135,9,598.59,5031.75,6.6
ITEM00334,ORD00631,PROD185,6,3869.01,20474.8,11.8
ITEM00335,ORD00178,PROD187,7,3140.1,19694.71,10.4
ITEM00336,ORD00339,PROD156,1,2709.91,1948.43,28.1
ITEM00337,ORD00696,PROD058,4,3281.37,8570.94,34.7
ITEM00338,ORD00489,PROD064,2,1591.06,2666.62,16.2
ITEM00339,ORD01314,PROD071,1,2349.32,2100.29,10.6
ITEM00340,ORD01063,PROD093,7,120.32,658.63,21.8
ITEM00341,ORD01426,PROD002,2,3744.43,5818.84,22.3
ITEM00342,ORD01311,PROD016,3,581.44,1596.05,8.5
ITEM00343,ORD00510,PROD067,9,4921.15,32243.37,27.2
ITEM00344,ORD00540,PROD027,10,2295.38,15631.54,31.9
ITEM00345,ORD00179,PROD159,10,1669.6,11420.06,31.6
ITEM00346,ORD00053,PROD094,1,830.53,730.04,12.1
ITEM00347,ORD00869,PROD023,10,1070.91,9188.41,14.2
ITEM00348,ORD00755,PROD171,3,2708.21,5597.87,31.1
ITEM00349,ORD00940,PROD023,2,2979.12,4206.52,29.4
ITEM00350,ORD00278,PROD051,5,4159.25,18071.94,13.1
ITEM00351,ORD01252,PROD162,6,3143.46,17521.65,7.1
ITEM00352,ORD01496,PROD012,6,4189.24,20485.38,18.5
ITEM00353,ORD01485,PROD055,7,1294.54,6932.26,23.5
ITEM00354,ORD01272,PROD007,1,1326.25,1124.66,15.2
ITEM00355,ORD00913,PROD114,9,1909.62,16739.73,2.6
ITEM00356,ORD00864,PROD199,1,3947.94,3032.02,23.2
ITEM00357,ORD00784,PROD100,6,3834.27,14700.59,36.1
ITEM00358,ORD00751,PROD100,1,3755.62,3150.97,16.1
ITEM00359,ORD00864,PROD019,3,3805.91,9602.31,15.9
ITEM00360,ORD00322,PROD123,9,3503.51,29860.42,5.3
ITEM00361,ORD01461,PROD002,8,2443.61,16792.49,14.1
ITEM00362,ORD00088,PROD100,5,3520.21,12391.14,29.6
ITEM00363,ORD00863,PROD180,2,1146.72,1449.45,36.8
ITEM00364,ORD01022,PROD028,3,4019.36,8561.24,29.0
ITEM00365,ORD01294,PROD100,8,1651.89,8801.27,33.4
ITEM00366,ORD00101,PROD176,9,3572.57,21349.68,33.6
ITEM00367,ORD00484,PROD186,9,3784.49,0.0,100.0
ITEM00368,ORD01243,PROD103,2,4799.39,7899.8,17.7
ITEM00369,ORD00478,PROD143,9,4680.91,38463.04,8.7
ITEM00370,ORD00439,PROD188,6,1855.79,6847.87,38.5
ITEM00371,ORD00770,PROD069,7,2820.41,19525.7,1.1
ITEM00372,ORD00903,PROD106,4,2131.86,6438.22,24.5
ITEM00373,ORD01393,PROD080,1,1741.09,1462.52,16.0
ITEM00374,ORD00998,PROD177,2,4324.91,8476.82,2.0
ITEM00375,ORD00931,PROD138,4,977.46,2396.73,38.7
ITEM00376,ORD00525,PROD173,3,1897.3,4411.22,22.5
ITEM00377,ORD00638,PROD035,3,3224.13,9333.86,3.5
ITEM00378,ORD00195,PROD165,5,2812.31,10461.79,25.6
ITEM00379,ORD00069,PROD008,9,1555.65,10920.66,22.0
ITEM00380,ORD01401,PROD154,10,4952.49,31002.59,37.4
ITEM00381,ORD01145,PROD134,4,339.35,1311.25,3.4
ITEM00382,ORD00516,PROD126,4,1973.97,7232.63,8.4
ITEM00383,ORD00416,PROD033,6,4077.83,21335.21,12.8
ITEM00384,ORD01199,PROD136,1,4709.39,3536.75,24.9
ITEM00385,ORD00961,PROD080,1,597.45,445.1,25.5
ITEM00386,ORD00250,PROD197,2,2874.81,5726.62,0.4
ITEM00387,ORD00230,PROD134,1,4192.43,4192.43,0.0
ITEM00388,ORD01065,PROD019,1,2129.3,2048.39,3.8
ITEM00389,ORD00381,PROD132,6,2115.03,10583.61,16.6
ITEM00390,ORD01444,PROD028,6,1988.38,9532.29,20.1
ITEM00392,ORD00026,PROD100,1,1124.59,1091.98,2.9
ITEM00393,ORD00447,PROD147,3,1577.26,3397.42,28.2
ITEM00394,ORD01375,PROD101,7,1074.74,7034.17,6.5
ITEM00395,ORD00564,PROD155,6,4203.31,18006.98,28.6
ITEM00396,ORD00073,PROD036,3,113.69,229.54,32.7
ITEM00397,ORD01275,PROD058,7,4291.89,18536.67,38.3
ITEM00398,ORD00503,PROD200,7,4834.59,22031.23,34.9
ITEM00399,ORD00687,PROD072,2,3565.35,4777.57,33.0
ITEM00400,ORD01047,PROD066,2,2359.83,3379.28,28.4
ITEM00401,ORD00376,PROD066,7,2148.3,11474.07,23.7
ITEM00402,ORD00978,PROD015,10,1553.41,14275.84,8.1
ITEM00403,ORD01402,PROD084,7,4760.7,0.0,100.0
ITEM00404,ORD00233,PROD095,4,1045.21,2926.59,30.0
ITEM00405,ORD00995,PROD113,10,1426.49,12767.09,10.5
ITEM00406,ORD00406,PROD037,4,1757.93,6096.5,13.3
ITEM00407,ORD01408,PROD080,4,818.74,3274.96,0.0
ITEM00408,ORD01495,PROD128,8,4766.63,35997.59,5.6
ITEM00409,ORD00277,PROD194,6,284.81,1042.4,39.0
ITEM00410,ORD00109,PROD119,6,2043.9,9087.18,25.9
ITEM00411,ORD00433,PROD044,3,3519.99,8194.54,22.4
ITEM00412,ORD00164,PROD022,10,1495.94,14196.47,5.1
ITEM00413,ORD01361,PROD057,10,4783.19,40991.94,14.3
ITEM00414,ORD00023,PROD200,1,4539.33,4439.46,2.2
ITEM00415,ORD00896,PROD147,8,2508.43,15110.78,24.7
ITEM00416,ORD00814,PROD105,2,2070.64,2488.91,39.9
ITEM00417,ORD00809,PROD051,9,4516.02,30036.05,26.1
ITEM00418,ORD00577,PROD167,7,587.18,2938.84,28.5
ITEM00420,ORD01439,PROD040,5,2922.99,14205.73,2.8
ITEM00421,ORD00737,PROD007,5,3714.75,15546.23,16.3
ITEM00422,ORD00198,PROD182,7,4324.03,24971.27,17.5
ITEM00423,ORD01028,PROD150,9,4228.99,24130.62,36.6
ITEM00424,ORD00547,PROD020,1,3549.82,2314.48,34.8
ITEM00425,ORD00973,PROD105,6,3615.3,16941.3,21.9
ITEM00426,ORD01042,PROD002,4,2843.39,9656.15,15.1
ITEM00428,ORD01021,PROD070,5,480.45,2385.43,0.7
ITEM00429,ORD01467,PROD150,9,3886.26,34976.34,0.0
ITEM00430,ORD01316,PROD174,8,2697.79,19661.49,8.9
ITEM00431,ORD01275,PROD076,3,193.89,513.61,11.7
ITEM00432,ORD00957,PROD029,4,2775.37,10279.97,7.4
ITEM00433,ORD01078,PROD123,10,3108.14,23652.95,23.9
ITEM00435,ORD01049,PROD180,5,2541.27,11600.9,8.7
