item_id,order_id,product_id,quantity,unit_price,item_total,discount_pct
ITEM00037,ORD00199,PROD161,7.0,1229.89,8609.23,21.7
ITEM00038,ORD00823,PROD032,2.0,4537.4,9074.8,14.3
ITEM00039,ORD00501,PROD151,1.0,3708.31,3708.31,5.6
ITEM00040,ORD00411,PROD130,7.0,653.6,4575.2,16.7
ITEM00041,ORD00359,PROD180,5.0,381.99,1909.95,1.8
ITEM00042,ORD00752,PROD113,2.0,1290.93,2581.86,23.3
ITEM00043,ORD00455,PROD037,3.0,2120.41,6361.23,38.7
ITEM00044,ORD00497,PROD013,3.0,724.95,2174.85,11.2
ITEM00045,ORD01446,PROD045,9.0,4490.42,40413.78,31.2
ITEM00046,ORD00888,PROD152,1.0,120.78,120.78,39.7
ITEM00047,ORD00404,PROD132,,3325.99,9977.97,9.4
ITEM00048,ORD00082,PROD021,6.0,2128.55,12771.3,36.8
ITEM00049,ORD00681,PROD017,5.0,596.79,2983.95,9.9
ITEM00050,ORD00936,PROD054,1.0,1518.67,1518.67,13.8
ITEM00051,ORD00724,PROD003,2.0,4465.12,8930.24,26.5
ITEM00052,ORD00949,PROD195,8.0,3281.89,26255.12,
ITEM00053,ORD01409,PROD002,8.0,3771.59,30172.72,24.1
ITEM00054,ORD01036,PROD133,7.0,1955.09,13685.63,11.2
ITEM00055,ORD00778,PROD070,,1796.3,16166.7,10.8
ITEM00056,ORD00828,PROD061,3.0,2951.27,8853.81,5.4
ITEM00057,ORD00115,PROD166,2.0,2480.51,4961.02,27.4
ITEM00058,ORD00929,PROD056,8.0,2669.64,21357.12,36.8
ITEM00059,ORD00120,PROD150,8.0,1834.93,,19.6
ITEM00060,ORD00383,PROD031,2.0,3450.35,6900.7,39.1
ITEM00061,ORD00690,PROD075,10.0,892.33,8923.3,34.4
ITEM00062,ORD00048,PROD022,9.0,2187.38,19686.42,29.3
ITEM00063,ORD00935,PROD149,8.0,741.48,5931.84,30.5
ITEM00064,ORD01473,PROD181,1.0,1266.48,1266.48,24.8
ITEM00065,ORD00782,PROD141,4.0,490.36,1961.44,30.4
ITEM00066,ORD00876,PROD030,0.0,1246.98,4987.92,19.4
ITEM00067,ORD00874,PROD194,-1.0,1351.08,12159.72,12.1
ITEM00068,ORD00092,PROD020,6.0,2639.2,15835.2,26.2
ITEM00069,ORD00792,PROD180,3.0,2869.09,8607.27,18.7
ITEM00070,ORD01179,PROD163,10.0,2314.42,23144.2,32.5
ITEM00071,ORD01313,PROD113,4.0,1621.04,6484.16,28.2
ITEM00072,ORD01380,PROD152,4.0,3268.33,13073.32,9.3
ITEM00073,ORD00732,PROD106,6.0,1778.03,10668.18,16.1
ITEM00074,ORD00040,PROD064,4.0,3302.4,13209.6,14.0
ITEM00075,ORD01056,PROD050,10.0,1809.24,18092.4,25.0
ITEM00076,ORD00740,PROD006,2.0,2346.68,4693.36,8.1
ITEM00077,ORD01458,PROD161,7.0,4524.59,31672.13,150.0
ITEM00078,ORD00304,PROD087,2.0,3885.82,7771.64,3.5
ITEM00079,ORD00874,PROD001,7.0,4674.64,32722.48,38.5
ITEM00080,ORD00168,PROD117,3.0,2979.96,8939.88,25.8
ITEM00081,ORD00097,PROD193,5.0,730.07,3650.35,9.9
ITEM00082,ORD00862,PROD072,10.0,2314.99,23149.9,39.3
ITEM00083,ORD01051,PROD147,1.0,497.76,497.76,26.7
ITEM00084,ORD01263,PROD087,8.0,4075.29,32602.32,2.3
ITEM00085,ORD00840,PROD014,10.0,1598.4,15984.0,13.7
ITEM00086,ORD00763,PROD073,1.0,979.97,979.97,36.1
ITEM00087,ORD00709,PROD073,3.0,664.79,1994.37,33.8
ITEM00088,ORD00429,PROD062,1.0,3187.86,3187.86,30.4
ITEM00089,ORD00279,PROD044,5.0,4086.77,20433.85,13.5
ITEM00090,ORD00790,PROD113,1.0,514.56,514.56,28.4
ITEM00091,ORD00522,PROD025,4.0,3028.05,12112.2,5.9
ITEM00092,ORD01017,PROD152,5.0,983.62,4918.1,13.0
ITEM00093,ORD00556,PROD043,9.0,502.15,4519.35,4.7
ITEM00094,ORD00220,PROD147,6.0,1601.18,9607.08,15.8
ITEM00095,ORD01329,PROD143,2.0,3379.18,6758.36,12.2
ITEM00096,ORD01453,PROD167,9.0,1522.75,13704.75,8.9
ITEM00097,ORD00532,PROD002,6.0,121.69,730.14,18.0
ITEM00098,ORD00132,PROD037,4.0,4711.22,18844.88,39.6
ITEM00099,ORD00370,PROD181,10.0,3060.1,30601.0,28.0
ITEM00100,ORD01378,PROD134,5.0,N/A,,2.3
ITEM00101,ORD00558,PROD072,8.0,526.15,4209.2,4.3
ITEM00102,ORD00029,PROD167,4.0,4696.58,18786.32,9.9
ITEM00103,ORD01382,PROD068,4.0,2473.12,9892.48,10.9
ITEM00104,ORD00533,PROD196,8.0,680.01,5440.08,6.4
ITEM00105,ORD00401,PROD029,5.0,2809.21,14046.05,10.6
ITEM00106,ORD01165,PROD105,7.0,2061.12,14427.84,32.9
ITEM00107,ORD00893,PROD023,4.0,4003.25,16013.0,26.6
ITEM00108,ORD01066,PROD173,3.0,2340.22,7020.66,26.3
ITEM00109,ORD00581,PROD097,1.0,4672.0,4672.0,23.2
ITEM00110,ORD01055,PROD152,4.0,3201.11,12804.44,26.6
ITEM00111,ORD00431,PROD055,9.0,4863.54,43771.86,2.6
ITEM00112,ORD00652,PROD176,5.0,4071.16,20355.8,4.5
ITEM00113,ORD01195,PROD105,10.0,395.86,3958.6,9.5
ITEM00114,ORD00795,PROD046,4.0,2277.12,9108.48,36.1
ITEM00115,ORD00103,PROD070,8.0,1765.86,14126.88,25.7
ITEM00116,ORD00015,PROD015,8.0,3356.39,26851.12,14.7
ITEM00117,ORD00011,PROD134,2.0,2136.04,4272.08,21.4
ITEM00118,ORD00138,PROD190,7.0,4289.06,30023.42,1.1
ITEM00119,ORD01131,PROD135,1.0,3599.85,3599.85,24.7
ITEM00120,ORD01352,PROD197,4.0,1991.87,7967.48,1.9
ITEM00121,ORD01406,PROD085,10.0,4051.4,40514.0,1.3
ITEM00122,ORD00319,PROD030,1.0,3176.13,3176.13,-10.0
ITEM00123,ORD00016,PROD168,8.0,2019.97,16159.76,24.5
ITEM00124,ORD01052,PROD167,1.0,4243.53,4243.53,21.4
ITEM00125,ORD01000,PROD110,9.0,1632.06,14688.54,37.4
ITEM00126,ORD00217,PROD060,4.0,2725.01,10900.04,7.6
ITEM00127,ORD00794,PROD034,1.0,4502.59,4502.59,23.6
ITEM00128,ORD01295,PROD062,6.0,2596.67,15580.02,15.6
ITEM00129,ORD00444,PROD130,8.0,4429.31,35434.48,0.7
ITEM00130,ORD01088,PROD027,8.0,870.21,6961.68,28.0
ITEM00131,ORD01130,PROD051,4.0,1482.01,5928.04,17.9
ITEM00132,ORD00250,PROD126,5.0,4109.22,20546.1,-10.0
ITEM00133,ORD01214,PROD004,7.0,4285.57,29998.99,22.7
ITEM00134,ORD00442,PROD189,6.0,1518.6,9111.6,17.2
ITEM00135,ORD01456,PROD082,6.0,2500.65,15003.9,
ITEM00136,ORD01387,PROD124,9.0,1863.93,16775.37,17.9
ITEM00137,ORD01192,PROD183,10.0,3389.37,33893.7,4.2
ITEM00138,ORD01294,PROD171,10.0,N/A,20715.2,14.8
ITEM00139,ORD01313,PROD076,4.0,3541.43,14165.72,150.0
ITEM00140,ORD00298,PROD020,7.0,3696.98,25878.86,33.2
ITEM00141,ORD00977,PROD010,10.0,840.79,8407.9,150.0
ITEM00142,ORD00167,PROD063,5.0,1725.63,8628.15,29.0
ITEM00143,ORD01160,PROD122,4.0,2293.14,9172.56,10.9
ITEM00144,ORD00195,PROD106,5.0,396.93,1984.65,28.5
ITEM00145,ORD01037,PROD041,3.0,3113.2,9339.6,7.5
ITEM00146,ORD01214,PROD045,8.0,818.52,,34.7
ITEM00147,ORD01180,PROD107,4.0,1840.43,7361.72,15.4
ITEM00148,ORD00452,PROD187,4.0,3050.25,12201.0,10.2
ITEM00149,ORD01145,PROD086,5.0,2860.44,,9.8
ITEM00150,ORD00217,PROD154,7.0,3400.51,23803.57,38.2
ITEM00151,ORD01251,PROD069,1.0,4609.68,4609.68,5.9
ITEM00152,ORD01095,PROD032,5.0,3770.05,,20.7
ITEM00153,ORD00979,PROD184,8.0,2553.61,20428.88,5.0
ITEM00154,ORD01237,PROD084,7.0,3057.45,21402.15,36.9
ITEM00155,ORD00264,PROD033,1.0,3416.04,3416.04,22.3
ITEM00156,ORD00198,PROD093,9.0,835.91,7523.19,40.0
ITEM00157,ORD00847,PROD137,9.0,1668.55,15016.95,9.5
ITEM00158,ORD00681,PROD054,3.0,2875.78,8627.34,23.9
ITEM00159,ORD00006,PROD135,3.0,1093.04,3279.12,
ITEM00160,ORD00200,PROD090,3.0,2464.82,7394.46,-10.0
ITEM00161,ORD01075,PROD022,7.0,4612.97,32290.79,4.8
ITEM00162,ORD00152,PROD111,1.0,3651.9,3651.9,5.1
ITEM00163,ORD00954,PROD060,4.0,1303.91,5215.64,6.9
ITEM00164,ORD00742,PROD081,7.0,571.51,4000.57,21.2
ITEM00165,ORD00936,PROD127,7.0,480.32,3362.24,25.9
ITEM00166,ORD00863,PROD133,3.0,2535.66,7606.98,24.9
ITEM00167,ORD00017,PROD019,9.0,4780.86,43027.74,29.5
ITEM00168,ORD00211,PROD031,5.0,3040.15,15200.75,3.9
ITEM00169,ORD01048,PROD106,10.0,1833.12,18331.2,3.8
ITEM00170,ORD00066,PROD073,7.0,4010.01,28070.07,-10.0
ITEM00171,ORD01065,PROD199,9.0,4876.33,43886.97,12.4
ITEM00172,ORD00883,PROD072,-1.0,1275.49,11479.41,18.7
ITEM00173,ORD01460,PROD183,8.0,2133.1,17064.8,31.9
ITEM00174,ORD00901,PROD112,4.0,2495.1,9980.4,150.0
ITEM00175,ORD01401,PROD106,,2777.62,27776.2,37.7
ITEM00176,ORD00655,PROD129,1.0,430.06,430.06,13.8
ITEM00177,ORD00257,PROD071,1.0,79.22,79.22,16.5
ITEM00178,ORD00259,PROD123,4.0,412.32,1649.28,7.3
ITEM00179,ORD00843,PROD028,4.0,N/A,13642.0,35.0
ITEM00180,ORD00269,PROD049,3.0,2450.92,7352.76,31.9
ITEM00181,ORD00628,PROD044,0.0,2445.34,17117.38,26.6
ITEM00182,ORD01223,PROD176,1.0,4492.95,4492.95,3.5
ITEM00183,ORD00178,PROD159,8.0,3196.24,25569.92,10.2
ITEM00184,ORD00684,PROD016,1.0,3510.82,3510.82,24.6
ITEM00185,ORD00264,PROD026,2.0,4758.53,9517.06,2.7
ITEM00186,ORD01406,PROD199,4.0,4113.1,16452.4,28.1
ITEM00187,ORD01062,PROD016,4.0,1323.03,5292.12,-10.0
ITEM00188,ORD01259,PROD046,8.0,612.98,4903.84,13.4
ITEM00189,ORD00461,PROD155,5.0,2205.05,11025.25,12.0
ITEM00190,ORD00345,PROD167,9.0,2288.37,20595.33,16.9
ITEM00191,ORD01046,PROD026,1.0,4226.64,4226.64,36.9
ITEM00192,ORD00220,PROD087,9.0,97.87,880.83,4.4
ITEM00193,ORD00827,PROD134,10.0,3225.49,32254.9,22.1
ITEM00194,ORD00894,PROD198,1.0,173.79,173.79,18.3
ITEM00195,ORD00691,PROD173,5.0,3504.58,17522.9,32.5
ITEM00196,ORD00165,PROD088,6.0,975.17,5851.02,23.3
ITEM00197,ORD00999,PROD176,1.0,4426.08,4426.08,36.4
ITEM00198,ORD01002,PROD031,10.0,1764.3,17643.0,36.0
ITEM00199,ORD00412,PROD026,4.0,878.95,3515.8,16.1
ITEM00200,ORD00160,PROD142,2.0,2034.41,4068.82,6.1
ITEM00201,ORD00423,PROD095,8.0,3983.59,31868.72,11.9
ITEM00202,ORD00171,PROD135,10.0,84.94,849.4,
ITEM00203,ORD01259,PROD021,5.0,3782.36,,39.1
ITEM00204,ORD00944,PROD031,3.0,251.94,755.82,23.6
ITEM00205,ORD00594,PROD014,6.0,1083.14,6498.84,16.2
ITEM00206,ORD01167,PROD025,6.0,3970.11,23820.66,31.3
ITEM00207,ORD00504,PROD074,-1.0,3340.48,,39.9
ITEM00208,ORD00237,PROD099,5.0,2533.91,12669.55,30.3
ITEM00209,ORD00491,PROD012,8.0,358.31,2866.48,17.5
ITEM00210,ORD00668,PROD034,10.0,2486.08,24860.8,8.9
ITEM00211,ORD00282,PROD049,1.0,3269.54,3269.54,31.9
ITEM00212,ORD01461,PROD197,6.0,4672.13,28032.78,20.5
ITEM00213,ORD01002,PROD191,2.0,2512.88,5025.76,22.8
ITEM00214,ORD01386,PROD095,8.0,1249.75,9998.0,18.4
ITEM00215,ORD00874,PROD064,2.0,4241.42,,16.7
ITEM00216,ORD00374,PROD087,2.0,495.45,990.9,34.3
ITEM00217,ORD00706,PROD163,7.0,4482.19,31375.33,9.2
ITEM00218,ORD00702,PROD152,10.0,3002.86,30028.6,16.8
ITEM00219,ORD01264,PROD102,6.0,367.87,2207.22,39.9
ITEM00220,ORD00506,PROD131,8.0,4019.76,32158.08,6.9
ITEM00221,ORD01008,PROD042,5.0,2726.81,13634.05,13.4
ITEM00222,ORD00867,PROD131,9.0,2802.95,25226.55,35.9
ITEM00223,ORD01351,PROD152,5.0,4155.82,,38.8
ITEM00224,ORD00758,PROD004,5.0,2737.97,13689.85,13.4
ITEM00225,ORD00129,PROD025,9.0,646.33,5816.97,37.5
ITEM00226,ORD00191,PROD070,5.0,4113.68,20568.4,36.8
ITEM00227,ORD01063,PROD013,7.0,2350.37,16452.59,3.3
ITEM00228,ORD00262,PROD138,3.0,-200,4129.41,38.8
ITEM00229,ORD00657,PROD030,3.0,3961.23,11883.69,8.6
ITEM00230,ORD00896,PROD036,8.0,4356.51,34852.08,33.9
ITEM00231,ORD00869,PROD178,3.0,3344.13,10032.39,36.3
ITEM00232,ORD01283,PROD063,4.0,1561.4,6245.6,13.0
ITEM00233,ORD00692,PROD087,3.0,1646.85,4940.55,8.9
ITEM00234,ORD00226,PROD110,6.0,3198.75,19192.5,39.9
ITEM00235,ORD00786,PROD059,10.0,2800.36,28003.6,18.8
ITEM00236,ORD00440,PROD021,3.0,4893.43,14680.29,31.2
ITEM00237,ORD01221,PROD103,4.0,1114.05,4456.2,37.0
ITEM00238,ORD00225,PROD127,1.0,858.87,858.87,31.9
ITEM00239,ORD00934,PROD098,4.0,2897.86,11591.44,4.5
ITEM00240,ORD00348,PROD102,9.0,1576.26,14186.34,16.1
ITEM00241,ORD00961,PROD013,8.0,1279.89,10239.12,8.8
ITEM00242,ORD00196,PROD037,6.0,697.81,4186.86,7.1
ITEM00243,ORD00676,PROD116,7.0,3324.49,23271.43,29.5
ITEM00244,ORD00516,PROD025,4.0,1700.78,6803.12,13.6
ITEM00245,ORD01096,PROD102,5.0,4480.02,22400.1,31.1
ITEM00246,ORD01420,PROD144,2.0,2084.51,4169.02,37.3
ITEM00247,ORD00398,PROD150,5.0,3471.22,17356.1,9.5
ITEM00248,ORD00847,PROD047,5.0,4417.08,22085.4,6.0
ITEM00249,ORD00353,PROD119,4.0,2035.7,8142.8,32.8
ITEM00250,ORD01096,PROD136,4.0,1015.04,4060.16,23.5
ITEM00251,ORD00191,PROD163,6.0,4006.1,24036.6,38.0
ITEM00252,ORD00400,PROD143,5.0,1056.76,5283.8,2.5
ITEM00253,ORD00589,PROD143,2.0,2362.58,4725.16,26.0
ITEM00254,ORD00249,PROD071,10.0,1695.63,16956.3,1.9
ITEM00255,ORD00480,PROD120,9.0,2680.82,24127.38,6.4
ITEM00256,ORD00684,PROD132,7.0,1226.3,8584.1,39.3
ITEM00257,ORD00049,PROD198,2.0,658.93,1317.86,20.5
ITEM00258,ORD00385,PROD176,10.0,909.51,9095.1,3.8
ITEM00259,ORD00414,PROD118,10.0,4398.29,43982.9,39.7
ITEM00260,ORD00581,PROD023,4.0,1649.88,6599.52,32.9
ITEM00261,ORD00824,PROD140,8.0,1904.55,15236.4,13.4
ITEM00262,ORD00026,PROD020,1.0,352.72,352.72,38.8
ITEM00263,ORD01462,PROD158,2.0,3994.84,7989.68,3.5
ITEM00264,ORD00970,PROD051,3.0,4591.14,13773.42,32.2
ITEM00265,ORD00638,PROD137,9.0,899.01,8091.09,7.1
ITEM00266,ORD01214,PROD059,9.0,504.36,4539.24,7.6
ITEM00267,ORD00852,PROD079,4.0,3726.79,14907.16,7.8
ITEM00268,ORD01300,PROD128,3.0,1577.27,4731.81,-10.0
ITEM00269,ORD01035,PROD172,-1.0,3177.93,15889.65,23.0
ITEM00270,ORD00904,PROD114,2.0,3640.7,7281.4,36.1
ITEM00271,ORD00668,PROD192,4.0,3762.26,15049.04,27.9
ITEM00272,ORD00914,PROD012,3.0,4004.95,12014.85,14.6
ITEM00273,ORD00618,PROD090,0.0,1959.5,1959.5,17.5
ITEM00274,ORD01323,PROD023,0.0,1782.48,3564.96,23.3
ITEM00275,ORD00606,PROD004,3.0,3649.38,,6.0
ITEM00276,ORD00877,PROD166,5.0,3819.62,19098.1,18.1
ITEM00277,ORD01434,PROD196,10.0,2728.61,27286.1,19.4
ITEM00278,ORD00646,PROD190,4.0,3212.41,12849.64,1.7
ITEM00279,ORD00624,PROD184,2.0,1358.15,2716.3,14.7
ITEM00280,ORD01452,PROD066,1.0,4259.81,4259.81,27.7
ITEM00281,ORD00519,PROD122,8.0,2551.01,20408.08,39.2
ITEM00282,ORD01104,PROD060,2.0,1465.29,2930.58,15.2
ITEM00283,ORD00292,PROD001,1.0,3226.11,3226.11,32.4
ITEM00284,ORD00236,PROD161,9.0,4590.91,41318.19,6.9
ITEM00285,ORD01056,PROD143,3.0,2618.15,7854.45,1.9
ITEM00286,ORD01001,PROD008,10.0,1402.64,14026.4,11.7
ITEM00287,ORD00446,PROD048,4.0,4482.19,17928.76,9.2
ITEM00288,ORD01260,PROD133,-1.0,2985.52,8956.56,3.7
ITEM00289,ORD01143,PROD043,10.0,3224.5,32245.0,12.4
ITEM00290,ORD01351,PROD025,1.0,2371.78,2371.78,26.5
ITEM00291,ORD00363,PROD056,4.0,3045.96,12183.84,32.0
ITEM00292,ORD00217,PROD030,5.0,4095.67,20478.35,14.2
ITEM00293,ORD00261,PROD181,7.0,3723.27,26062.89,24.0
ITEM00294,ORD00676,PROD021,7.0,3113.91,,25.1
ITEM00295,ORD00668,PROD179,10.0,2124.76,21247.6,2.6
ITEM00296,ORD01045,PROD077,7.0,134.6,942.2,5.3
ITEM00297,ORD01113,PROD131,2.0,331.86,663.72,6.5
ITEM00298,ORD01003,PROD045,3.0,1929.46,5788.38,0.3
ITEM00299,ORD00965,PROD080,1.0,4388.42,4388.42,24.6
ITEM00300,ORD00573,PROD162,1.0,2533.46,2533.46,8.5
ITEM00301,ORD00082,PROD024,7.0,1898.83,13291.81,32.5
ITEM00302,ORD00720,PROD190,8.0,3875.77,31006.16,10.3
ITEM00303,ORD00119,PROD078,8.0,3627.54,29020.32,38.0
ITEM00304,ORD00447,PROD189,6.0,2320.8,13924.8,4.7
ITEM00305,ORD00134,PROD060,6.0,3650.73,21904.38,19.9
ITEM00306,ORD00698,PROD006,6.0,4694.15,28164.9,27.7
ITEM00307,ORD00136,PROD071,10.0,4236.22,42362.2,3.0
ITEM00308,ORD00426,PROD195,3.0,4267.9,12803.7,24.5
ITEM00309,ORD00636,PROD076,3.0,3124.77,9374.31,38.2
ITEM00310,ORD01363,PROD080,6.0,4392.98,26357.88,15.7
ITEM00311,ORD00777,PROD098,10.0,4753.53,47535.3,13.3
ITEM00312,ORD00765,PROD146,4.0,3340.63,,1.9
ITEM00313,ORD00111,PROD119,9.0,1348.03,12132.27,33.1
ITEM00314,ORD01118,PROD137,3.0,1450.2,4350.6,21.4
ITEM00315,ORD01444,PROD161,6.0,1145.81,6874.86,13.9
ITEM00316,ORD01358,PROD151,4.0,3394.79,13579.16,-10.0
ITEM00317,ORD00852,PROD076,6.0,847.07,5082.42,14.3
ITEM00318,ORD00662,PROD038,0.0,3751.79,26262.53,25.3
ITEM00319,ORD01420,PROD084,7.0,3963.49,27744.43,30.9
ITEM00320,ORD00857,PROD145,9.0,3014.15,27127.35,9.2
ITEM00321,ORD01270,PROD106,3.0,3271.0,9813.0,7.3
ITEM00322,ORD01153,PROD057,4.0,3312.11,13248.44,6.7
ITEM00323,ORD00879,PROD077,10.0,376.49,3764.9,7.3
ITEM00324,ORD01413,PROD149,4.0,1051.55,4206.2,21.8
ITEM00325,ORD00449,PROD193,9.0,4085.25,36767.25,0.9
ITEM00326,ORD01118,PROD005,4.0,2127.21,8508.84,16.4
ITEM00327,ORD01005,PROD195,1.0,3170.78,3170.78,28.4
ITEM00328,ORD00546,PROD006,9.0,2724.42,24519.78,18.9
ITEM00329,ORD00601,PROD024,10.0,1239.46,12394.6,12.5
ITEM00330,ORD00982,PROD152,7.0,2518.42,17628.94,38.5
ITEM00331,ORD01008,PROD116,7.0,1743.24,12202.68,22.2
ITEM00332,ORD00161,PROD108,5.0,1687.58,8437.9,16.9
ITEM00333,ORD00468,PROD135,9.0,598.59,5387.31,6.6
ITEM00334,ORD00631,PROD185,6.0,3869.01,23214.06,11.8
ITEM00335,ORD00178,PROD187,7.0,3140.1,21980.7,10.4
ITEM00336,ORD00339,PROD156,1.0,2709.91,2709.91,28.1
ITEM00337,ORD00696,PROD058,4.0,3281.37,13125.48,34.7
ITEM00338,ORD00489,PROD064,2.0,1591.06,3182.12,16.2
ITEM00339,ORD01314,PROD071,1.0,2349.32,2349.32,10.6
ITEM00340,ORD01063,PROD093,7.0,120.32,842.24,21.8
ITEM00341,ORD01426,PROD002,2.0,3744.43,7488.86,22.3
ITEM00342,ORD01311,PROD016,3.0,581.44,1744.32,8.5
ITEM00343,ORD00510,PROD067,9.0,4921.15,44290.35,27.2
ITEM00344,ORD00540,PROD027,10.0,2295.38,22953.8,31.9
ITEM00345,ORD00179,PROD159,10.0,1669.6,16696.0,31.6
ITEM00346,ORD00053,PROD094,1.0,830.53,830.53,12.1
ITEM00347,ORD00869,PROD023,10.0,1070.91,10709.1,14.2
ITEM00348,ORD00755,PROD171,3.0,2708.21,8124.63,31.1
ITEM00349,ORD00940,PROD023,2.0,2979.12,5958.24,29.4
ITEM00350,ORD00278,PROD051,5.0,4159.25,20796.25,13.1
ITEM00351,ORD01252,PROD162,6.0,3143.46,18860.76,7.1
ITEM00352,ORD01496,PROD012,6.0,4189.24,25135.44,18.5
ITEM00353,ORD01485,PROD055,7.0,1294.54,9061.78,23.5
ITEM00354,ORD01272,PROD007,1.0,1326.25,1326.25,15.2
ITEM00355,ORD00913,PROD114,9.0,1909.62,17186.58,2.6
ITEM00356,ORD00864,PROD199,1.0,3947.94,3947.94,23.2
ITEM00357,ORD00784,PROD100,6.0,3834.27,23005.62,36.1
ITEM00358,ORD00751,PROD100,1.0,3755.62,3755.62,16.1
ITEM00359,ORD00864,PROD019,3.0,3805.91,11417.73,15.9
ITEM00360,ORD00322,PROD123,9.0,3503.51,31531.59,5.3
ITEM00361,ORD01461,PROD002,8.0,2443.61,19548.88,14.1
ITEM00362,ORD00088,PROD100,5.0,3520.21,17601.05,29.6
ITEM00363,ORD00863,PROD180,2.0,1146.72,2293.44,36.8
ITEM00364,ORD01022,PROD028,3.0,4019.36,12058.08,29.0
ITEM00365,ORD01294,PROD100,8.0,1651.89,13215.12,33.4
ITEM00366,ORD00101,PROD176,9.0,3572.57,32153.13,33.6
ITEM00367,ORD00484,PROD186,9.0,3784.49,34060.41,150.0
ITEM00368,ORD01243,PROD103,2.0,4799.39,9598.78,17.7
ITEM00369,ORD00478,PROD143,9.0,4680.91,42128.19,8.7
ITEM00370,ORD00439,PROD188,6.0,1855.79,11134.74,38.5
ITEM00371,ORD00770,PROD069,7.0,2820.41,19742.87,1.1
ITEM00372,ORD00903,PROD106,4.0,2131.86,8527.44,24.5
ITEM00373,ORD01393,PROD080,1.0,1741.09,1741.09,16.0
ITEM00374,ORD00998,PROD177,2.0,4324.91,8649.82,2.0
ITEM00375,ORD00931,PROD138,4.0,977.46,3909.84,38.7
ITEM00376,ORD00525,PROD173,3.0,1897.3,5691.9,22.5
ITEM00377,ORD00638,PROD035,3.0,3224.13,9672.39,3.5
ITEM00378,ORD00195,PROD165,5.0,2812.31,14061.55,25.6
ITEM00379,ORD00069,PROD008,9.0,1555.65,14000.85,22.0
ITEM00380,ORD01401,PROD154,10.0,4952.49,49524.9,37.4
ITEM00381,ORD01145,PROD134,4.0,339.35,1357.4,3.4
ITEM00382,ORD00516,PROD126,4.0,1973.97,7895.88,8.4
ITEM00383,ORD00416,PROD033,6.0,4077.83,24466.98,12.8
ITEM00384,ORD01199,PROD136,1.0,4709.39,4709.39,24.9
ITEM00385,ORD00961,PROD080,1.0,597.45,597.45,25.5
ITEM00386,ORD00250,PROD197,2.0,2874.81,5749.62,0.4
ITEM00387,ORD00230,PROD134,1.0,4192.43,4192.43,-10.0
ITEM00388,ORD01065,PROD019,1.0,2129.3,2129.3,3.8
ITEM00389,ORD00381,PROD132,6.0,2115.03,12690.18,16.6
ITEM00390,ORD01444,PROD028,6.0,1988.38,11930.28,20.1
ITEM00391,ORD00113,PROD137,-1.0,4011.92,20059.6,39.2
