return_id,order_id,product_id,return_date,return_reason,return_status,refund_amount
RET0033,ORD00161,PROD037,2022-06-19,WRONG ITEM,replacement sent,8491.13
RET0034,ORD00686,PROD091,2022-06-23,Wrong Item,Replacement Sent,8824.29
RET0035,ORD00465,PROD132,26/06/2022,Wrong Item,refunded,586.33
RET0036,ORD01214,PROD140,2022-06-30,damaged,replacement sent,9003.93
RET0037,ORD00566,PROD035,03/07/2022,damaged,Pending,8139.51
RET0038,ORD00529,PROD175,2022-07-07,damaged,PENDING,3365.59
RET0039,ORD00030,PROD170,10/07/2022,Not as Described,Replacement Sent,0.0
RET0040,ORD00787,PROD133,,Late Delivery,Replacement Sent,9936.68
RET0041,ORD00005,PROD067,,Damaged,Pending,1544.94
RET0042,ORD00158,PROD177,,Not as Described,PENDING,4734.26
RET0043,ORD00597,PROD068,2022-07-24,not as described,Pending,697.52
RET0044,ORD00859,PROD188,,changed mind,Refunded,3437.96
RET0045,ORD01491,PROD044,2022-07-31,Not as Described,replacement sent,9342.43
RET0046,ORD00232,PROD114,2022-08-03,Damaged,Pending,0.0
RET0047,ORD01425,PROD031,2022-08-07,Wrong Item,replacement sent,7872.97
RET0048,ORD00269,PROD164,2022-08-10,damaged,Refunded,985.48
RET0049,ORD00020,PROD130,2022-08-14,changed mind,replacement sent,6446.15
RET0050,ORD00703,PROD008,17/08/2022,Wrong Item,Pending,6816.24
RET0051,ORD01472,PROD068,2022-08-21,Wrong Item,PENDING,4952.72
RET0052,ORD01133,PROD093,2022-08-24,Changed Mind,Pending,4950.28
RET0053,ORD00564,PROD084,2022-08-28,Damaged,Refunded,9884.12
RET0054,ORD01221,PROD157,2022-08-31,changed mind,replacement sent,3271.79
RET0055,ORD01143,PROD024,04/09/2022,Changed Mind,Refunded,6186.64
RET0056,ORD00577,PROD045,07/09/2022,  Late Delivery  ,refunded,4172.1
RET0057,ORD00528,PROD139,11/09/2022,damaged,Pending,6622.64
RET0058,ORD00926,PROD156,2022-09-14,Changed Mind,refunded,3868.37
RET0059,ORD00763,PROD145,17/09/2022,Wrong Item,refunded,340.44
RET0060,ORD00451,PROD096,21/09/2022,Wrong Item,Replacement Sent,9878.6
RET0061,ORD01268,PROD030,2022-09-24,WRONG ITEM,Replacement Sent,7631.52
RET0062,ORD00410,PROD042,28/09/2022,  Late Delivery  ,PENDING,1925.07
RET0063,ORD00872,PROD028,,damaged,refunded,2044.1
RET0064,ORD00127,PROD163,,Wrong Item,PENDING,6743.07
RET0065,ORD00058,PROD173,08/10/2022,damaged,PENDING,3506.48
RET0066,ORD00983,PROD123,12/10/2022,Not as Described,PENDING,2276.68
RET0067,ORD00607,PROD079,,Not as Described,Refunded,6379.11
RET0068,ORD01057,PROD193,19/10/2022,Changed Mind,Refunded,-500.0
RET0069,ORD00224,PROD164,22/10/2022,Late Delivery,PENDING,5515.43
RET0070,ORD00414,PROD079,26/10/2022,damaged,PENDING,750.67
RET0071,ORD01404,PROD114,2022-10-29,Damaged,Replacement Sent,7350.14
RET0072,ORD00387,PROD096,2022-11-02,changed mind,Refunded,9425.11
RET0073,ORD00757,PROD109,2022-11-05,  Late Delivery  ,replacement sent,5239.8
RET0074,ORD00483,PROD193,,WRONG ITEM,Refunded,9348.55
RET0075,ORD00433,PROD186,,Damaged,refunded,0.0
RET0076,ORD01422,PROD191,15/11/2022,not as described,refunded,1241.37
RET0077,ORD00501,PROD059,,Wrong Item,replacement sent,4707.57
RET0078,ORD00878,PROD101,22/11/2022,Changed Mind,Refunded,-500.0
RET0079,ORD01274,PROD088,2022-11-26,not as described,Pending,8756.6
RET0080,ORD00564,PROD032,2022-11-29,WRONG ITEM,replacement sent,7401.08
RET0081,ORD00130,PROD129,03/12/2022,WRONG ITEM,PENDING,9052.85
RET0082,ORD00908,PROD056,,not as described,Pending,1591.15
RET0083,ORD00718,PROD199,2022-12-10,Damaged,Pending,5721.59
RET0084,ORD00228,PROD121,13/12/2022,changed mind,PENDING,3633.82
RET0085,ORD01027,PROD007,17/12/2022,Damaged,replacement sent,1764.7
RET0086,ORD00061,PROD078,,WRONG ITEM,replacement sent,7270.25
RET0087,ORD01380,PROD118,2022-12-23,Damaged,replacement sent,3660.72
RET0088,ORD00007,PROD011,2022-12-27,WRONG ITEM,replacement sent,4504.33
RET0089,ORD00919,PROD182,,Damaged,refunded,1444.47
RET0090,ORD01359,PROD042,,damaged,Refunded,4381.66
RET0091,ORD00717,PROD050,06/01/2023,Damaged,Pending,9704.61
RET0092,ORD00792,PROD117,2023-01-10,WRONG ITEM,Replacement Sent,6510.25
RET0093,ORD00753,PROD196,,Late Delivery,Pending,5815.96
RET0094,ORD01097,PROD032,,Damaged,Replacement Sent,263.79
RET0095,ORD00291,PROD168,20/01/2023,damaged,replacement sent,6694.78
RET0096,ORD00689,PROD177,24/01/2023,Wrong Item,refunded,2628.69
RET0097,ORD00672,PROD042,,Wrong Item,refunded,8277.6
RET0098,ORD00535,PROD093,,changed mind,refunded,9487.0
RET0099,ORD01046,PROD006,,Changed Mind,PENDING,-500.0
RET0100,ORD00489,PROD097,,Not as Described,replacement sent,5651.17
RET0101,ORD01037,PROD131,2023-02-10,changed mind,refunded,2677.52
RET0102,ORD00873,PROD048,2023-02-13,Late Delivery,refunded,4477.13
RET0103,ORD01144,PROD029,17/02/2023,Damaged,replacement sent,2854.84
RET0104,ORD00770,PROD188,20/02/2023,Wrong Item,Replacement Sent,4255.47
RET0105,ORD00181,PROD036,2023-02-24,Late Delivery,Replacement Sent,3055.78
RET0106,ORD00289,PROD002,27/02/2023,Late Delivery,Pending,6239.04
RET0107,ORD00407,PROD057,2023-03-03,Damaged,Pending,5884.96
RET0108,ORD01393,PROD095,,not as described,PENDING,9086.14
RET0109,ORD00698,PROD132,10/03/2023,  Late Delivery  ,refunded,2200.98
RET0110,ORD01068,PROD031,,Damaged,refunded,5277.98
RET0111,ORD00997,PROD200,17/03/2023,Late Delivery,Refunded,453.58
RET0112,ORD01249,PROD062,,Changed Mind,refunded,0.0
RET0113,ORD00005,PROD198,,changed mind,Refunded,7319.5
RET0114,ORD00693,PROD158,,  Late Delivery  ,Replacement Sent,5611.16
RET0115,ORD00010,PROD162,,Changed Mind,PENDING,2214.35
RET0116,ORD00982,PROD169,,damaged,replacement sent,9197.82
RET0117,ORD00422,PROD114,,Changed Mind,refunded,126.78
RET0118,ORD00086,PROD159,,Wrong Item,Replacement Sent,8770.16
RET0119,ORD01439,PROD170,,not as described,refunded,8630.18
RET0120,ORD01222,PROD085,2023-04-17,Changed Mind,Replacement Sent,1765.15
RET0121,ORD00127,PROD022,,Not as Described,Replacement Sent,6892.59
RET0122,ORD00986,PROD160,2023-04-24,Late Delivery,PENDING,2908.07
RET0123,ORD00261,PROD175,27/04/2023,WRONG ITEM,Refunded,9242.32
RET0124,ORD01159,PROD111,2023-05-01,Wrong Item,Pending,5777.82
RET0125,ORD00513,PROD163,,damaged,refunded,1036.95
RET0126,ORD01399,PROD047,,damaged,Refunded,9965.81
RET0127,ORD01378,PROD180,,Not as Described,Replacement Sent,8548.61
RET0128,ORD01084,PROD068,2023-05-15,Not as Described,Refunded,451.81
RET0129,ORD00643,PROD096,18/05/2023,Late Delivery,refunded,7327.02
RET0130,ORD00792,PROD039,,Wrong Item,replacement sent,6698.65
RET0131,ORD00509,PROD068,25/05/2023,Wrong Item,refunded,5019.41
RET0132,ORD00793,PROD009,2023-05-28,Changed Mind,Replacement Sent,5197.76
RET0133,ORD00873,PROD094,01/06/2023,Late Delivery,PENDING,8639.97
RET0134,ORD00828,PROD093,04/06/2023,Wrong Item,refunded,9446.11
RET0135,ORD00906,PROD130,,Late Delivery,replacement sent,7786.17
RET0136,ORD00397,PROD145,11/06/2023,changed mind,refunded,9155.21
RET0137,ORD00201,PROD120,2023-06-15,Wrong Item,PENDING,8247.11
RET0138,ORD00438,PROD045,,Not as Described,replacement sent,6457.61
RET0139,ORD01233,PROD060,22/06/2023,WRONG ITEM,replacement sent,9331.1
RET0140,ORD00829,PROD196,2023-06-25,changed mind,Replacement Sent,0.0
RET0141,ORD00366,PROD093,2023-06-29,  Late Delivery  ,refunded,1406.99
RET0142,ORD01413,PROD153,2023-07-02,Not as Described,Replacement Sent,3645.48
RET0143,ORD01064,PROD017,2023-07-06,WRONG ITEM,Pending,5491.67
RET0144,ORD00813,PROD146,,damaged,Replacement Sent,5232.6
RET0145,ORD00506,PROD171,,changed mind,PENDING,1058.48
RET0146,ORD00419,PROD160,16/07/2023,Changed Mind,PENDING,2873.41
RET0147,ORD01116,PROD132,2023-07-19,damaged,Refunded,7041.79
RET0148,ORD01183,PROD133,2023-07-23,Not as Described,replacement sent,6589.32
RET0149,ORD00940,PROD081,,not as described,Pending,8812.61
RET0150,ORD00685,PROD199,2023-07-30,Changed Mind,Replacement Sent,1792.78
RET0151,ORD00631,PROD092,,changed mind,refunded,9707.74
RET0152,ORD01003,PROD041,06/08/2023,Changed Mind,PENDING,-500.0
RET0153,ORD00048,PROD044,2023-08-09,  Late Delivery  ,Pending,2858.73
RET0154,ORD00242,PROD154,,WRONG ITEM,replacement sent,9323.49
RET0155,ORD01370,PROD040,,changed mind,replacement sent,7408.8
RET0156,ORD00163,PROD157,20/08/2023,changed mind,Pending,2997.77
RET0157,ORD00372,PROD113,,damaged,Pending,8168.05
RET0158,ORD00172,PROD124,2023-08-26,WRONG ITEM,refunded,8988.91
RET0159,ORD00589,PROD009,30/08/2023,Damaged,Refunded,629.06
RET0160,ORD00404,PROD047,2023-09-02,WRONG ITEM,replacement sent,4411.2
RET0161,ORD01456,PROD094,06/09/2023,  Late Delivery  ,replacement sent,1586.29
RET0162,ORD00735,PROD162,,Late Delivery,replacement sent,925.78
RET0163,ORD01245,PROD150,13/09/2023,damaged,replacement sent,474.19
RET0164,ORD00391,PROD142,,WRONG ITEM,replacement sent,8024.63
RET0165,ORD01266,PROD073,,changed mind,refunded,8514.16
RET0166,ORD00466,PROD091,2023-09-23,Late Delivery,PENDING,5590.15
RET0167,ORD01168,PROD144,27/09/2023,not as described,PENDING,4153.47
RET0168,ORD00532,PROD082,30/09/2023,Damaged,PENDING,1868.14
RET0169,ORD00331,PROD081,04/10/2023,  Late Delivery  ,Pending,5886.26
RET0170,ORD00912,PROD073,07/10/2023,Changed Mind,PENDING,6143.14
RET0171,ORD00349,PROD035,2023-10-11,Wrong Item,PENDING,1713.59
RET0172,ORD01049,PROD041,,  Late Delivery  ,PENDING,1014.37
RET0173,ORD00306,PROD010,17/10/2023,damaged,Replacement Sent,4742.83
RET0174,ORD01091,PROD083,21/10/2023,not as described,Replacement Sent,1649.09
RET0175,ORD01047,PROD076,24/10/2023,  Late Delivery  ,Refunded,787.38
RET0176,ORD00247,PROD187,28/10/2023,  Late Delivery  ,PENDING,8072.34
RET0177,ORD00720,PROD129,31/10/2023,WRONG ITEM,Refunded,1394.81
RET0178,ORD00854,PROD186,,damaged,replacement sent,1901.91
RET0179,ORD00754,PROD116,07/11/2023,  Late Delivery  ,replacement sent,9041.11
RET0180,ORD01280,PROD046,11/11/2023,Wrong Item,Replacement Sent,6677.66
RET0181,ORD00783,PROD148,,Not as Described,Replacement Sent,8599.33
RET0182,ORD00029,PROD029,2023-11-18,Changed Mind,replacement sent,2925.35
RET0183,ORD00602,PROD048,2023-11-21,  Late Delivery  ,Refunded,8103.84
RET0184,ORD00111,PROD154,2023-11-25,Late Delivery,Pending,7109.04
RET0185,ORD00360,PROD130,2023-11-28,Late Delivery,Pending,7693.16
RET0186,ORD01138,PROD169,2023-12-02,  Late Delivery  ,Replacement Sent,7617.54
RET0187,ORD01348,PROD177,2023-12-05,Late Delivery,Refunded,1461.32
RET0188,ORD00952,PROD175,08/12/2023,  Late Delivery  ,refunded,2165.71
RET0189,ORD00577,PROD145,2023-12-12,Changed Mind,PENDING,5600.52
RET0190,ORD00625,PROD103,2023-12-15,Damaged,Pending,-500.0
RET0191,ORD00943,PROD115,,not as described,Replacement Sent,-500.0
RET0192,ORD00952,PROD062,2023-12-22,changed mind,Pending,2888.37
RET0193,ORD00039,PROD064,,Late Delivery,replacement sent,3603.07
RET0194,ORD00788,PROD167,,damaged,PENDING,6283.79
RET0195,ORD00575,PROD094,2024-01-02,not as described,Pending,6829.54
RET0196,ORD01112,PROD174,05/01/2024,changed mind,refunded,7013.44
RET0197,ORD00162,PROD176,,Late Delivery,Pending,832.91
RET0198,ORD00422,PROD061,12/01/2024,Late Delivery,Pending,1005.95
RET0199,ORD00491,PROD117,,  Late Delivery  ,replacement sent,4689.17
RET0200,ORD00691,PROD008,,Damaged,Refunded,868.4
RET0201,ORD01024,PROD162,2024-01-22,Not as Described,Pending,4423.9
RET0202,ORD01071,PROD110,2024-01-26,Changed Mind,Pending,3192.82
RET0203,ORD00325,PROD192,2024-01-29,Damaged,refunded,5970.66
RET0204,ORD01266,PROD056,02/02/2024,not as described,Replacement Sent,1997.41
RET0205,ORD01207,PROD038,,not as described,Pending,8502.72
RET0206,ORD00318,PROD053,,Wrong Item,Refunded,4676.72
RET0207,ORD00550,PROD014,,Late Delivery,Pending,2280.04
RET0208,ORD00582,PROD001,16/02/2024,WRONG ITEM,replacement sent,3046.66
RET0209,ORD00268,PROD161,19/02/2024,damaged,replacement sent,6707.67
RET0210,ORD00475,PROD020,2024-02-23,Damaged,Pending,6713.0
RET0211,ORD00666,PROD113,,Not as Described,Refunded,8327.15
RET0212,ORD00091,PROD022,,changed mind,refunded,4506.45
RET0213,ORD00832,PROD156,,WRONG ITEM,Replacement Sent,1062.94
RET0214,ORD01119,PROD189,2024-03-08,Damaged,Refunded,2978.77
RET0215,ORD01059,PROD091,2024-03-11,Wrong Item,refunded,2873.69
RET0216,ORD00640,PROD092,2024-03-14,Wrong Item,replacement sent,9515.98
RET0217,ORD00441,PROD123,2024-03-18,changed mind,replacement sent,8242.1
RET0218,ORD01213,PROD111,21/03/2024,Changed Mind,replacement sent,2734.31
RET0219,ORD00508,PROD049,2024-03-25,not as described,replacement sent,7888.33
RET0220,ORD01210,PROD034,2024-03-28,WRONG ITEM,refunded,7169.26
RET0221,ORD00457,PROD153,2024-04-01,  Late Delivery  ,Pending,3146.68
RET0222,ORD01365,PROD096,,Wrong Item,Refunded,2260.24
RET0223,ORD01274,PROD167,,Damaged,refunded,
RET0224,ORD00798,PROD031,11/04/2024,changed mind,Refunded,1480.65
RET0225,ORD00055,PROD101,,Wrong Item,Refunded,3918.07
RET0226,ORD00803,PROD106,2024-04-18,changed mind,Refunded,9346.81
RET0227,ORD01434,PROD033,2024-04-22,  Late Delivery  ,Replacement Sent,6402.91
RET0228,ORD00297,PROD019,25/04/2024,changed mind,Replacement Sent,4824.71
RET0229,ORD00865,PROD090,,Wrong Item,refunded,4729.01
RET0230,ORD00403,PROD177,02/05/2024,Changed Mind,PENDING,4659.77
RET0231,ORD01112,PROD109,,not as described,Refunded,3849.0
RET0232,ORD01441,PROD163,,changed mind,Pending,3833.59
RET0233,ORD00303,PROD122,12/05/2024,Damaged,refunded,8063.65
RET0234,ORD00472,PROD070,16/05/2024,Wrong Item,Pending,7172.8
RET0235,ORD01271,PROD143,19/05/2024,Wrong Item,Replacement Sent,7055.93
RET0236,ORD00225,PROD190,2024-05-23,Damaged,Refunded,9177.22
RET0237,ORD01228,PROD097,2024-05-26,Late Delivery,Replacement Sent,7867.27
RET0238,ORD00282,PROD053,2024-05-30,not as described,replacement sent,9104.45
RET0239,ORD01199,PROD128,02/06/2024,Damaged,Refunded,3087.39
RET0240,ORD00606,PROD073,06/06/2024,changed mind,refunded,1195.01
RET0241,ORD00964,PROD126,,Late Delivery,replacement sent,2632.94
RET0242,ORD01431,PROD014,,Late Delivery,refunded,7047.24
RET0243,ORD01029,PROD061,2024-06-16,Late Delivery,Refunded,2908.58
RET0244,ORD01408,PROD165,2024-06-19,Late Delivery,Pending,6942.71
RET0245,ORD01347,PROD005,2024-06-23,damaged,replacement sent,3131.03
RET0246,ORD00965,PROD055,,Changed Mind,PENDING,261.59
RET0247,ORD00571,PROD106,2024-06-30,Not as Described,Refunded,1997.32
RET0248,ORD00727,PROD101,2024-07-03,damaged,replacement sent,524.74
RET0249,ORD00526,PROD063,07/07/2024,WRONG ITEM,PENDING,8443.6
RET0250,ORD00738,PROD133,10/07/2024,not as described,Pending,6219.68
RET0251,ORD00860,PROD110,2024-07-14,Not as Described,refunded,4282.44
RET0252,ORD01468,PROD171,17/07/2024,Wrong Item,PENDING,2998.99
RET0253,ORD01393,PROD181,2024-07-21,Wrong Item,Refunded,3294.56
RET0254,ORD01454,PROD014,2024-07-24,  Late Delivery  ,Replacement Sent,5415.61
RET0255,ORD00031,PROD033,,damaged,replacement sent,4186.11
RET0256,ORD00394,PROD099,2024-07-31,Wrong Item,PENDING,4627.1
RET0257,ORD01360,PROD161,04/08/2024,Wrong Item,replacement sent,460.03
RET0258,ORD00250,PROD131,2024-08-07,Damaged,PENDING,5435.19
RET0259,ORD01330,PROD117,10/08/2024,  Late Delivery  ,Refunded,1003.26
RET0260,ORD01302,PROD030,2024-08-14,Late Delivery,replacement sent,0.0
RET0261,ORD01112,PROD175,2024-08-17,damaged,refunded,3385.83
RET0262,ORD00843,PROD117,21/08/2024,Not as Described,Refunded,9583.35
RET0263,ORD01033,PROD086,24/08/2024,WRONG ITEM,PENDING,2796.62
RET0264,ORD00790,PROD129,28/08/2024,damaged,PENDING,1211.38
RET0265,ORD00739,PROD067,31/08/2024,changed mind,PENDING,0.0
RET0266,ORD01193,PROD006,,Not as Described,Refunded,7014.75
RET0267,ORD00375,PROD086,07/09/2024,Wrong Item,refunded,1835.06
RET0268,ORD00973,PROD058,,WRONG ITEM,Replacement Sent,0.0
RET0269,ORD01224,PROD196,14/09/2024,damaged,Pending,5653.29
RET0270,ORD01223,PROD018,18/09/2024,damaged,Replacement Sent,125.54
RET0271,ORD00637,PROD137,,Wrong Item,Refunded,7931.65
RET0272,ORD01058,PROD161,2024-09-24,Late Delivery,refunded,7597.17
RET0273,ORD00234,PROD142,28/09/2024,WRONG ITEM,Pending,3662.78
RET0274,ORD01293,PROD105,2024-10-01,Not as Described,Replacement Sent,3632.18
RET0275,ORD00362,PROD085,,Damaged,Refunded,9140.47
RET0276,ORD01242,PROD140,2024-10-08,Damaged,PENDING,7775.93
RET0277,ORD01313,PROD084,2024-10-12,Damaged,replacement sent,794.07
RET0278,ORD00845,PROD047,2024-10-15,changed mind,refunded,1200.98
RET0279,ORD00604,PROD048,19/10/2024,changed mind,refunded,3294.27
RET0280,ORD00660,PROD130,22/10/2024,changed mind,Replacement Sent,0.0
RET0281,ORD00583,PROD132,,changed mind,Replacement Sent,953.98
RET0282,ORD01065,PROD164,29/10/2024,not as described,refunded,7694.66
RET0283,ORD00267,PROD121,,WRONG ITEM,PENDING,5524.56
RET0284,ORD00944,PROD100,05/11/2024,Late Delivery,refunded,1596.4
RET0285,ORD01015,PROD188,09/11/2024,Wrong Item,refunded,5419.22
RET0286,ORD00256,PROD032,12/11/2024,Late Delivery,refunded,8776.5
RET0287,ORD01160,PROD115,15/11/2024,Changed Mind,Replacement Sent,8282.49
RET0288,ORD01489,PROD041,,not as described,Pending,1299.06
RET0289,ORD00712,PROD119,2024-11-22,not as described,PENDING,8249.86
RET0290,ORD01238,PROD070,26/11/2024,Not as Described,Pending,3445.52
RET0291,ORD00166,PROD107,,Not as Described,PENDING,8605.97
RET0292,ORD01299,PROD015,,Not as Described,replacement sent,8759.57
RET0293,ORD00250,PROD003,2024-12-06,changed mind,refunded,9487.66
RET0294,ORD01278,PROD063,10/12/2024,damaged,Refunded,9860.12
RET0295,ORD01203,PROD076,13/12/2024,damaged,Refunded,9508.38
RET0296,ORD00540,PROD024,17/12/2024,WRONG ITEM,replacement sent,1270.34
RET0297,ORD00227,PROD001,20/12/2024,  Late Delivery  ,Pending,243.39
RET0298,ORD01482,PROD196,,Changed Mind,replacement sent,2168.89
RET0299,ORD00466,PROD096,,Wrong Item,Refunded,8861.86
RET0300,ORD00818,PROD144,2024-12-31,Late Delivery,Refunded,8661.81
